상품명,1,2,3,4,5,6,7,8,9,10,11,12,합계(원)
[DIOR] 선글라스 (SIDERAL),0,0,0,72761000,162517000,136572000,0,0,0,0,0,0,371850000
헤드 파이로라이트 트렁크 8종 패키지,0,0,0,13045000,41240000,180655000,135654000,0,0,0,0,0,370594000
마르엘라로사티 썸머 와이드 팬츠 3종,0,0,0,0,0,296006000,74334000,0,0,0,0,0,370340000
삭루츠 호보백(TQ48),0,0,0,0,0,170388000,167876000,31977000,0,0,0,0,370241000
남영비비안 스킨핏 Dream Fit 브라팬티,143227000,226654000,0,0,0,0,0,0,0,0,0,0,369881000
무이자 LG전자 로보킹 터보 R46RIM,0,0,0,0,0,0,0,133505000,173228000,61868000,0,0,368601000
월드컵 여성 워킹화+슬립온,0,326346000,41715000,0,0,0,0,0,0,0,0,0,368061000
""" 100%리얼 착즙 석류 "", 총 4박스",0,0,0,0,0,367777000,0,0,0,0,0,0,367777000
삭루츠 버켓 백(TQ18),0,0,322442000,42572000,0,0,0,0,0,0,0,0,365014000
무이자  니봇 진공+ 물걸레 듀얼 로봇청소기,0,0,0,0,0,0,0,0,112097000,252109000,0,0,364206000
 국내제조 오슬로 IH 프라이팬 세트,0,0,0,0,0,0,289405000,73800000,0,0,0,0,363205000
리복 델타 피트니스 트렁크 8종,0,0,23256000,30807000,0,25079000,133006000,49897000,100403000,0,0,0,362448000
월드컵 여성 러닝화+슬리퍼,0,0,0,0,0,362436000,0,0,0,0,0,0,362436000
일시불 LG 울트라HD TV 55UM7900BNA,0,0,0,0,0,0,0,0,126173000,77583000,157020000,0,360776000
명인 김규흔의 영양 강정바 60개+무료체험5개,0,0,0,0,0,0,0,95870000,264220000,0,0,0,360090000
BBC&IZUMI 레이스런닝 브라 패키지,0,0,187565000,172157000,0,0,0,0,0,0,0,0,359722000
보몽드 엘사 자수 쿨 시어서커 침구세트 Q,0,0,0,0,0,96027000,262697000,0,0,0,0,0,358724000
무이자 대우전자 벽걸이 에어컨 TDOZ-S10JK,0,0,0,0,357399000,0,0,0,0,0,0,0,357399000
그렉노먼 여성 봄 컬렉션 티셔츠 5종,0,0,305354000,51532000,0,0,0,0,0,0,0,0,356886000
LG생활건강 샤프란아우라 고농축 섬유유연제,0,0,0,0,0,0,0,0,0,0,0,356259000,356259000
팜스프링스 남성 패딩팬츠 3종,0,0,0,0,0,0,0,0,0,0,0,355934000,355934000
LG생활건강 테크 한장빨래 화이트업(30매X9박스),0,0,300490000,0,0,0,0,55379000,0,0,0,0,355869000
안타고 만능 가스그릴,0,0,0,0,0,0,330100000,25574000,0,0,0,0,355674000
레코바 여성 다이얼워킹화세트,0,0,0,194410000,0,0,0,124839000,34901000,0,0,0,354150000
NNF 라운지웨어세트,0,0,0,0,0,0,0,0,0,259632000,0,93699000,353331000
코치 뉴 베네트 크로스백,0,0,0,0,0,0,0,0,0,81637000,121512000,149408000,352557000
그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,0,0,351686000,0,0,0,0,0,0,0,0,0,351686000
일시불[가이거] 콘체르토 다이아몬드 워치(주얼리3종),165060000,186614000,0,0,0,0,0,0,0,0,0,0,351674000
일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,351634000,0,0,0,0,0,0,0,0,0,0,0,351634000
무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),0,0,0,350756000,0,0,0,0,0,0,0,0,350756000
스포메틱스 네츄럴 선스틱,0,0,270566000,80141000,0,0,0,0,0,0,0,0,350707000
일시불 쿠첸 압력밥솥 6인용 (A1),0,0,0,349106000,0,0,0,0,0,0,0,0,349106000
해피콜엑슬림블렌더,0,0,0,0,0,0,0,0,0,0,348475000,0,348475000
일시불 삼성 UHD TV UN65NU7050F,0,0,25850000,227228000,95151000,0,0,0,0,0,0,0,348229000
(중형)일월 에너지세이브 카페트매트,0,0,0,0,0,0,0,0,0,271696000,75770000,0,347466000
오렐리안 풍기인견 원피스 2종세트,0,0,0,0,264270000,38743000,44309000,0,0,0,0,0,347322000
무이자 LG 울트라HD TV 75UM7900BNA,0,0,0,0,0,0,0,0,90740000,89493000,166353000,0,346586000
노와 멀티 만능 다지기 1+1세트,0,0,0,0,0,0,0,0,188676000,63474000,94161000,0,346311000
자이언트킹랍스터  (점보1미+골든 2미+ 크래커),0,0,0,0,0,0,0,0,0,0,0,344104000,344104000
오모떼 레이스홀릭 시즌5 브라팬티10종(8월),0,0,0,0,0,0,0,198425000,144956000,0,0,0,343381000
19 SS USPA  남성 화이트라벨 폴로셔츠 3종,0,0,0,343340000,0,0,0,0,0,0,0,0,343340000
무이자 LG 울트라HD TV 75UK7400KNA,0,0,0,0,0,0,65470000,98253000,178686000,0,0,0,342409000
일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),0,0,235245000,107106000,0,0,0,0,0,0,0,0,342351000
쿠미투니카 황후의코르셋 하이웨이스트팬티(리뉴얼),340218000,0,0,0,0,0,0,0,0,0,0,0,340218000
마모트 19 F/W 남성 네이처 수트 4종,0,0,0,0,0,0,0,0,339251000,0,0,0,339251000
이정섭의 비가린 배추김치 10kg,0,0,0,0,0,0,0,190297000,69276000,0,78872000,0,338445000
크리스티나앤코 썸머플리츠세트(8월),0,0,0,0,0,0,0,338404000,0,0,0,0,338404000
일시불 삼성 UHD TV UN55NU7010FXKR,140872000,90895000,105830000,0,0,0,0,0,0,0,0,0,337597000
무이자 프로피쿡 에어프라이어,0,263055000,73123000,0,0,0,0,0,0,0,0,0,336178000
아가타 컬러풀에디션(앵클부츠1종+플랫슈즈1종),0,0,0,0,0,0,0,0,0,0,51693000,283740000,335433000
(킹사이즈)일월 품안애 온수매트,0,0,0,0,0,0,0,0,15734000,0,46723000,271327000,333784000
코치 미네타 크로스바디백,0,0,0,0,0,0,211369000,25864000,96394000,0,0,0,333627000
국내제조 벨라홈 논슬립 옷걸이 세트,0,0,0,0,0,0,0,0,0,333610000,0,0,333610000
삭루츠 크로스바디백(TQ11),0,0,0,0,0,155039000,144266000,32576000,0,0,0,0,331881000
(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,0,0,0,0,50151000,108846000,23145000,91170000,57242000,0,0,330554000
푸마 언더셔츠 7종 패키지,0,0,329558000,0,0,0,0,0,0,0,0,0,329558000
(무) 삼익가구 LED 제니비 서랍형 침대 Q,0,78890000,123939000,86630000,40067000,0,0,0,0,0,0,0,329526000
아미니 비노테라 오일 워시(구성1),0,0,0,0,0,0,0,0,242440000,80506000,0,5918000,328864000
오델로 여성 모자 3종,0,0,0,0,0,0,326682000,0,0,0,0,0,326682000
젠트웰 남성 스트레치 팬츠 2종,0,0,0,0,326536000,0,0,0,0,0,0,0,326536000
일시불 아이넥스 프리미엄 올스텐 싱크선반,0,47972000,126422000,151668000,0,0,0,0,0,0,0,0,326062000
아이넥스 프리미엄 올스텐 싱크선반,0,325707000,0,0,0,0,0,0,0,0,0,0,325707000
캘리포니아 카라카라 오렌지 8kg,0,181491000,143972000,0,0,0,0,0,0,0,0,0,325463000
마리노블 밍크 퍼 베스트(역시즌),0,0,0,0,0,0,0,281540000,43007000,0,0,0,324547000
란체티 여성 융기모 히팅 동내의 패키지,0,0,0,0,0,0,0,0,0,0,244401000,79249000,323650000
델첸  4in1 텀블러블랜더,0,0,164164000,159198000,0,0,0,0,0,0,0,0,323362000
마모트 19 F/W 여성 네이처 수트 4종,0,0,0,0,0,0,0,0,323165000,0,0,0,323165000
크로커다일 에어스킨 감탄브라 패키지(CD19차),0,0,0,0,0,84838000,237303000,0,0,0,0,0,322141000
로베르타 디 까메리노 메쉬 프리컷 지퍼브라팬티,0,0,0,321686000,0,0,0,0,0,0,0,0,321686000
마르엘라로사티 린넨 베스트 세트,0,0,0,0,0,242561000,78049000,0,0,0,0,0,320610000
어반시크릿 썸머 풀코디 3종세트,0,0,0,0,0,82397000,147427000,89482000,0,0,0,0,319306000
구찌 인터로킹 GG 탑핸들 체인 숄더 라지,0,0,0,0,0,0,0,0,0,0,0,319012000,319012000
푸마 프레쉬 미들 드로즈 패키지,0,0,0,0,0,0,0,0,318667000,0,0,0,318667000
컬럼비아 여성 옴니히트 업 베이스레이어 4종,0,0,0,0,0,0,0,0,0,228289000,89202000,0,317491000
영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),0,0,0,76067000,112348000,0,12899000,66937000,0,49063000,0,0,317314000
전철우 소갈비살구이 10팩,317118000,0,0,0,0,0,0,0,0,0,0,0,317118000
(더블+더블)일월 순면 온열매트,0,0,0,0,0,0,0,0,0,260384000,53839000,0,314223000
(무)장수흙침대 퀸,0,0,0,0,0,0,0,0,0,0,37693000,276291000,313984000
일시불 대우전자 벽걸이 에어컨TDOZ-S10JK,0,0,0,0,308460000,4813000,0,0,0,0,0,0,313273000
카파 드로즈 패키지 10종,0,0,0,166174000,146406000,0,0,0,0,0,0,0,312580000
USPA화이트라벨 남성맨투맨 4종,0,0,0,0,0,0,0,0,256380000,55214000,0,0,311594000
일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,0,0,0,15009000,163198000,74540000,18985000,38741000,0,0,0,0,310473000
오모떼 레이스 파운데이션 브라,310178000,0,0,0,0,0,0,0,0,0,0,0,310178000
월드컵 여성러닝화+트레킹화,0,0,0,158340000,151320000,0,0,0,0,0,0,0,309660000
"창녕 마늘양파듬뿍삼계탕 1kg, 6팩",0,0,0,0,0,0,217021000,92519000,0,0,0,0,309540000
보몽드 엘사 자수 쿨 시어서커 침구세트 K,0,0,0,0,0,83660000,224857000,0,0,0,0,0,308517000
[안드레아바나]리얼카이만 악어 바디 숄더백,0,0,0,33444000,272680000,0,0,0,0,0,0,0,306124000
벨라홈 스마트 멀티포트 1+1 세트,0,0,0,0,0,0,0,0,0,0,0,305747000,305747000
일시불 LG 울트라HD TV 75UK7400KNA,0,0,0,0,0,0,39870000,177387000,88396000,0,0,0,305653000
(무) 삼익가구 LED 제니비 서랍형 침대 K,0,68820000,109268000,87376000,40079000,0,0,0,0,0,0,0,305543000
마르엘라로사티 기모본딩팬츠,0,0,0,0,0,0,0,0,0,0,226737000,78025000,304762000
까사마루행거 2단,0,82237000,221745000,0,0,0,0,0,0,0,0,0,303982000
오델로 남성 겨울모자 3종,0,0,0,0,0,0,0,0,0,0,140147000,162292000,302439000
CERINI by PAT 남성 기모 릴렉스팬츠,0,0,0,0,0,0,0,0,0,0,0,301291000,301291000
오가닉뷰티 황후의 코르셋 리얼 쉐이핑 팬티 8종 패키지,0,0,0,0,0,0,0,0,0,0,136332000,163154000,299486000
19 SS USPA  여성 화이트라벨 폴로셔츠 3종,0,0,0,298936000,0,0,0,0,0,0,0,0,298936000
스피드랙 베이직 4단 1+1,0,0,80609000,217576000,0,0,0,0,0,0,0,0,298185000
노송가구 제이드 비취 꽃상감 교자상(900),0,0,0,0,0,0,0,197544000,98489000,0,0,0,296033000
일시불 쿠진나이프케어 살균건조기풀세트,0,0,141358000,113225000,0,40176000,0,0,0,0,0,0,294759000
일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,0,0,198684000,4933000,75226000,15511000,0,0,0,0,0,0,294354000
푸마 시그니처 코튼 트렁크 9종,0,0,0,0,0,0,0,0,0,0,28627000,263230000,291857000
구스터 티포트 1세트,0,0,0,0,0,0,0,0,0,0,151646000,136159000,287805000
모리츠 에어 서큘레이터 1종,0,0,0,0,206198000,81002000,0,0,0,0,0,0,287200000
구스터 티포트 1+1 세트,0,0,0,0,0,0,0,0,0,0,151106000,135465000,286571000
[2세트] 중외신약 빠르카 통증패치,0,0,0,0,0,0,0,0,175636000,51071000,57256000,0,283963000
보몽드 엘사 자수 쿨 시어서커 침구세트 SS,0,0,0,0,0,78767000,205019000,0,0,0,0,0,283786000
스프리스 여성 코트 스니커즈,0,0,282378000,0,0,0,0,0,0,0,0,0,282378000
무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),135331000,106580000,37896000,0,0,0,0,0,0,0,0,0,279807000
뉴질랜드 초록입홍합 환 100%,0,0,0,0,99913000,68869000,0,0,109997000,0,0,0,278779000
올바로 문어발 샤워기 1+1,0,0,0,0,0,0,0,0,0,0,64040000,214171000,278211000
AAA 19 F/W 남성 트레킹화 3종,0,0,0,0,0,0,0,0,0,0,124479000,148735000,273214000
안지 청풍 대자리,0,0,0,0,0,0,198880000,74142000,0,0,0,0,273022000
무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,0,0,146924000,33569000,79032000,13433000,0,0,0,0,0,0,272958000
푸마 코튼 라이크라 드로즈 12종,272914000,0,0,0,0,0,0,0,0,0,0,0,272914000
일시불 LG 울트라HD TV 70UK6800HNC,13342000,188414000,69113000,0,0,0,0,0,0,0,0,0,270869000
프라다 비텔로 피닉스 토트백,0,0,0,0,101560000,40588000,109059000,0,0,17672000,0,0,268879000
USPA화이트라벨 남성기모티3종,0,0,0,0,0,0,0,0,0,268181000,0,0,268181000
월드컵 남성 방한 트레킹화 + 패딩슈즈 2종,0,0,0,0,0,0,0,0,0,0,0,267706000,267706000
리복 스피드윅 런닝 6종,0,0,25626000,24286000,0,16958000,106570000,31827000,61192000,0,0,0,266459000
농협안심벌꿀 4병,266305000,0,0,0,0,0,0,0,0,0,0,0,266305000
무이자 메디컬드림 롤링마사지기 (KMD-970),0,0,0,12241000,170567000,42932000,0,0,21171000,19121000,0,0,266032000
파격가 니봇 무선 진공 물걸레 로봇청소기 +뉴헤어드라이어기,0,0,0,0,0,0,0,0,0,0,0,266026000,266026000
(일)100%리얼착즙석류 4박스,0,0,0,0,0,0,0,52069000,76728000,136681000,0,0,265478000
안국루테인 미니100(5박스),0,0,0,0,0,0,0,0,0,79255000,137423000,47108000,263786000
푸마 DRY-CELL 에센셜 브라팬티 7세트(복합구성),0,0,0,0,0,0,263342000,0,0,0,0,0,263342000
아리스토우 남성 패딩트랙수트세트,261483000,0,0,0,0,0,0,0,0,0,0,0,261483000
삭루츠 토트백(TQ35),0,0,0,211408000,49064000,0,0,0,0,0,0,0,260472000
CERINI by PAT 남성 풀패키지 기모니트 3종,259678000,0,0,0,0,0,0,0,0,0,0,0,259678000
일시불 삼성 UHD TV UN75NU7050F,0,0,16493000,181122000,59213000,0,0,0,0,0,0,0,256828000
헤비추얼 여성 이지라이프 데님팬츠 3종,0,0,255922000,0,0,0,0,0,0,0,0,0,255922000
467L_딤채김치냉장고,0,0,0,0,0,0,0,0,152867000,102147000,0,0,255014000
크리스티나앤코 리버시블 패딩,0,0,0,0,0,0,0,0,0,0,0,254810000,254810000
국내산 손질 가자미 36미!,0,0,0,101217000,151595000,0,0,0,0,0,0,0,252812000
한일 자동 빨래 삶통 BW-700,0,0,0,0,143094000,90894000,18241000,0,0,0,0,0,252229000
일시불 삼성 UHD 국민TV UN55NU7010FXKR,0,250830000,0,0,0,0,0,0,0,0,0,0,250830000
오모떼 드레스핏 웜 쉐이퍼 패키지,0,0,0,0,0,0,0,0,0,0,196126000,54697000,250823000
헤드 파이로라이트 트렁크 8종 패키지(7월),0,0,0,0,0,0,31011000,195682000,24073000,0,0,0,250766000
일시불 종근당건강 락토핏 생유산균골드,0,0,0,0,250631000,0,0,0,0,0,0,0,250631000
크로커다일 감탄 레이스 브라렛 패키지,0,0,0,128409000,41008000,80731000,0,0,0,0,0,0,250148000
(싱글사이즈)일월 순면 온열매트,0,0,0,0,0,0,0,0,0,202373000,47700000,0,250073000
[통영바다의보물] 국내산 냉동 참굴 200g x (10팩+2팩),0,0,0,0,0,0,0,0,0,0,0,249658000,249658000
그렉노먼 남성 캐시터치 터틀넥 4종,248728000,0,0,0,0,0,0,0,0,0,0,0,248728000
무이자 에지리 법랑 냄비세트,0,0,0,0,137558000,109997000,0,0,0,0,0,0,247555000
마리노블 밍크 롱코트(역시즌),0,0,0,0,0,0,0,247524000,0,0,0,0,247524000
자올 닥터스오더 탈모 부스터&샴푸,0,0,0,0,0,246652000,0,0,0,0,0,0,246652000
K-SWISS 남성PK티셔츠4종(6월),0,0,0,0,0,187252000,58855000,0,0,0,0,0,246107000
아리스토우 여성 패딩트랙수트세트,245695000,0,0,0,0,0,0,0,0,0,0,0,245695000
(더블사이즈)일월 순면 온열매트,0,0,0,0,0,0,0,0,0,188420000,57030000,0,245450000
[RYN] 린 여성 뉴웨이브 스니커즈,0,0,0,0,0,0,0,0,0,244972000,0,0,244972000
레이프릴 무빙 맥시풀커버 브라팬티,241939000,0,0,0,0,0,0,0,0,0,0,0,241939000
[루이띠에] 18K 베르니아 목걸이 팔찌 세트,0,0,0,0,0,0,0,103548000,98684000,19080000,13970000,6355000,241637000
제주 한라봉2박스+천혜향1박스,241486000,0,0,0,0,0,0,0,0,0,0,0,241486000
로베르타 디 까메리노 쿨메쉬 지퍼란쥬 패키지,0,0,0,0,0,0,0,74943000,164884000,0,0,0,239827000
무이자 삼성 UHD 국민TV UN55NU7010FXKR,0,239766000,0,0,0,0,0,0,0,0,0,0,239766000
"유귀열의 The 귀한 갓김치4kg+오이소박이2kg, 총6kg",0,0,0,0,0,0,0,0,104154000,135006000,0,0,239160000
월드컵 남성다이얼트레킹화세트,0,0,238148000,0,0,0,0,0,0,0,0,0,238148000
파뷔에 더온 세라믹 냄비세트,0,0,0,0,0,0,0,0,145928000,92149000,0,0,238077000
사운드룩 올인원 LP턴테이블 오디오 SLT-5080PRO,0,0,0,0,0,0,0,0,0,147003000,90941000,0,237944000
초특가  국내제조 센스하우스 실크단열벽지 30M,0,0,0,0,0,0,0,0,0,0,114994000,122768000,237762000
프라다 듀엣 선글라스,0,0,0,0,0,0,221895000,0,0,14652000,0,0,236547000
일시불 키친플라워 대용량 에어프라이어 5.8L,0,0,0,0,0,0,0,0,0,0,0,235840000,235840000
(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,0,0,0,0,63985000,47591000,16149000,68281000,39008000,0,0,235014000
프라다 자카드 카메라 크로스백,0,0,0,0,0,0,215308000,0,0,19424000,0,0,234732000
무이자 삼성 엑티브워시 세탁기14kg WA14N6781TG,0,0,0,202806000,30337000,0,0,0,0,0,0,0,233143000
코치 뉴 미아 숄더백,0,0,0,0,0,0,0,0,0,89718000,117332000,26072000,233122000
도스문도스 카이만엠보 소가죽 토트백 2종 ,0,0,0,0,0,0,0,0,180075000,52320000,0,0,232395000
무이자 LG 울트라HD TV 70UK6800HNC,7524000,170320000,53748000,0,0,0,0,0,0,0,0,0,231592000
뱅뱅 여성 본딩기모데님3종,0,0,0,0,0,0,0,0,0,0,0,231527000,231527000
AAD 도트펀칭 컴포트 슬립온,0,0,0,0,0,0,0,230884000,0,0,0,0,230884000
무이자 쿠진나이프케어 살균건조기풀세트,0,0,122427000,71051000,0,36767000,0,0,0,0,0,0,230245000
로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,0,0,0,0,0,0,0,228874000,0,0,0,0,228874000
이지엔 슬라이더 지퍼백,0,0,0,0,0,0,46719000,48547000,132829000,0,0,0,228095000
일시불 쿠쿠 블랙스톤 전기밥솥 10인용,0,0,0,0,26979000,93970000,106918000,0,0,0,0,0,227867000
AAD 여성 소가죽 구름 샌들,0,0,0,0,0,0,127102000,100467000,0,0,0,0,227569000
일시불 삼성 UHD TV UN65NU7010FXKR,62628000,45888000,118710000,0,0,0,0,0,0,0,0,0,227226000
NNF 소프트 베스트 앙상블,0,0,226922000,0,0,0,0,0,0,0,0,0,226922000
무이자 삼성 유로피안 냉장고RS82M6000S8,15108000,211666000,0,0,0,0,0,0,0,0,0,0,226774000
AAC한우소머리곰탕양곰탕세트,0,0,0,0,0,0,0,0,0,0,0,226558000,226558000
"뱅뱅 남성 간절기 데님팬츠 3종(GQE772, GQE774, GQE776)",0,0,0,0,0,0,0,0,159097000,67336000,0,0,226433000
(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,0,0,0,0,47452000,69130000,16391000,45819000,47284000,0,0,226076000
유귀열의 The 귀한 치마살,0,0,0,0,0,0,0,137264000,87951000,0,0,0,225215000
무이자  2019년 타이거 충전식 무선 예초기,0,0,0,0,0,0,60234000,164612000,0,0,0,0,224846000
프라다 비텔로 피닉스 모터백,0,0,0,0,0,0,0,47375000,138375000,21408000,17681000,0,224839000
헤비추얼 남성 이지라이프 데님팬츠 3종,0,0,224818000,0,0,0,0,0,0,0,0,0,224818000
마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),0,0,66682000,157679000,0,0,0,0,0,0,0,0,224361000
코치 플라이트백,0,0,0,0,0,0,0,29505000,107592000,57689000,23541000,5551000,223878000
로베르타 디 까메리노 아쿠아마레 백팩 4종세트,0,54806000,167741000,0,0,0,0,0,0,0,0,0,222547000
벨라홈 세균잡는 행주티슈 26팩,0,0,0,0,0,0,0,0,53234000,168620000,0,0,221854000
젠트웰 남성패딩재킷2종세트,0,0,0,0,0,0,0,0,0,0,221512000,0,221512000
헤스티지 린넨블랜딩 티블라우스 5종,0,0,0,0,0,165713000,55683000,0,0,0,0,0,221396000
"뱅뱅 여성 간절기 데님팬츠 3종(KQE251, KQE253, KQE255)",0,0,0,0,0,0,0,0,150770000,70625000,0,0,221395000
일시불 삼성 파워모션 청소기 VC44M3150LB,0,0,0,0,0,0,0,116179000,104832000,0,0,0,221011000
포항구룡포과메기세트,0,0,0,0,0,0,0,0,0,0,119912000,100604000,220516000
"이경제원장의 더 힘찬 선식 100, 13박스+쉐이커통",0,0,0,0,0,146344000,73207000,0,0,0,0,0,219551000
뷰티플렉스 풍기인견 란쥬패키지,0,0,0,53116000,49715000,115962000,0,0,0,0,0,0,218793000
(일)장수흙침대 싱글,0,0,0,0,0,0,0,0,0,0,21505000,197007000,218512000
리복 스피드윅 드로즈 12종,0,0,93379000,124772000,0,0,0,0,0,0,0,0,218151000
일시불 프랑스직수입  테팔 매직핸즈 프라이팬세트,0,0,0,0,171954000,0,46195000,0,0,0,0,0,218149000
무이자[가이거] 제니스시계 주얼리세트,182192000,19512000,15471000,0,0,0,0,0,0,0,0,0,217175000
푸마 코튼 언더탑 9종,0,0,0,6420000,0,0,15522000,0,47259000,33953000,18531000,95259000,216944000
디즈니 여성 트랙수트 5종,0,0,0,0,0,0,0,0,216658000,0,0,0,216658000
캐치온 수퍼나인 블랙박스(2CH),0,0,0,0,0,0,0,0,216589000,0,0,0,216589000
CERINI by PAT 남성 어반 카라 티셔츠 4종,0,0,113092000,103064000,0,0,0,0,0,0,0,0,216156000
무이자 아이넥스 프리미엄 올스텐 싱크선반,0,31790000,91838000,91950000,0,0,0,0,0,0,0,0,215578000
청정수산 완도활전복 大사이즈 20미,0,0,215262000,0,0,0,0,0,0,0,0,0,215262000
라쉬반 레알마드리드 에디션 드로즈 패키지,0,0,0,0,0,0,122040000,92396000,0,0,0,0,214436000
보코 윈터 기모 풀코디 4종세트,126831000,86790000,0,0,0,0,0,0,0,0,0,0,213621000
(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,0,0,0,0,45887000,73865000,16388000,48503000,28270000,0,0,212913000
am마카롱 보온병세트,0,0,0,0,0,0,0,0,0,0,0,212779000,212779000
오가닉뷰티 프레쉬 코튼 맥시 팬티 10종 패키지,0,0,0,0,0,0,0,40339000,172174000,0,0,0,212513000
5세트 센티멘탈 디퓨저골드패키지,0,0,0,0,0,0,0,0,0,78756000,44586000,88822000,212164000
헤비추얼 여성 썸머 쿨라이트 데님 3종,0,0,0,0,0,166766000,45126000,0,0,0,0,0,211892000
뉴 클레린 티메이커 시그니처플러스 1+1,46108000,165146000,0,0,0,0,0,0,0,0,0,0,211254000
삭루츠 더플백(여행가방)(TQ49),0,0,0,0,0,96696000,94720000,19557000,0,0,0,0,210973000
컬럼비아 옴니히트 롱드로즈 패키지 7종,75343000,129088000,6397000,0,0,0,0,0,0,0,0,0,210828000
발레리 라이크라 풀커버 컴포트핏 브라패키지(16차),0,0,0,0,0,0,0,0,0,210361000,0,0,210361000
일시불 한삼인순홍삼진7박스 (백A1),210241000,0,0,0,0,0,0,0,0,0,0,0,210241000
코치 시그니처 켈시 사첼,0,0,0,0,47734000,161476000,0,0,0,0,0,0,209210000
루이바셋 여성 기모 웜 본딩팬츠 3종,0,209040000,0,0,0,0,0,0,0,0,0,0,209040000
코치 엠마 사첼백,0,0,0,0,0,0,122120000,25125000,61774000,0,0,0,209019000
LG생활건강 건조기 시트 퍼퓸드몽드,0,0,0,208817000,0,0,0,0,0,0,0,0,208817000
프라다 자카드 토트백,0,0,0,0,152886000,55749000,0,0,0,0,0,0,208635000
[루이띠에] 18K 베르니아 목걸이,0,0,0,0,0,0,0,113874000,61155000,17319000,13199000,2462000,208009000
마담팰리스 웜기모 롱베스트 3종세트,207536000,0,0,0,0,0,0,0,0,0,0,0,207536000
그렉노먼 여성 캐시터치 터틀넥 4종,207474000,0,0,0,0,0,0,0,0,0,0,0,207474000
코몽트 기모 웜웨어 4종,0,0,0,0,0,0,0,0,0,0,83452000,124017000,207469000
구찌 인터로킹 GG 탑핸들 체인 숄더 스몰,0,0,0,0,0,0,0,0,0,0,0,207215000,207215000
무이자 삼성 UHD TV UN75NU7010FXKR,98799000,46720000,61539000,0,0,0,0,0,0,0,0,0,207058000
임페리얼 남성 패딩코트세트,0,0,0,0,0,0,0,0,0,0,97119000,109908000,207027000
코치 리스틀릿,0,0,0,0,0,0,122567000,14278000,70074000,0,0,0,206919000
CERINI by PAT 남성 집업니트4종,79196000,126285000,0,0,0,0,0,0,0,0,0,0,205481000
노와 멀티 만능 다지기,0,0,0,0,0,0,0,0,103177000,41781000,58498000,0,203456000
코펜하겐럭스 세미와이드팬츠,0,0,0,0,0,202696000,0,0,0,0,0,0,202696000
임페리얼 여성 패딩코트세트,0,0,0,0,0,0,0,0,0,0,102919000,99190000,202109000
 한국인 모유유래 다이어트 유산균 BNR17 비에날씬 12주(3박스),0,0,0,0,0,0,0,0,0,133071000,68428000,0,201499000
오모떼 레이스홀릭 시즌5 브래팬티10종,0,0,0,0,70370000,130816000,0,0,0,0,0,0,201186000
우리바다 손질왕꼬막 20팩,0,0,201108000,0,0,0,0,0,0,0,0,0,201108000
헤비추얼 남성 썸머 쿨라이트 데님 3종,0,0,0,0,0,153338000,47174000,0,0,0,0,0,200512000
리얼니파팜 해죽순,0,0,0,0,0,0,0,70185000,24433000,34759000,0,70128000,199505000
팜스프링스 여성 패딩팬츠 3종,0,0,0,0,0,0,0,0,0,0,0,199050000,199050000
(도냄)일시불  쿠쿠전기밥솥 6인용,198950000,0,0,0,0,0,0,0,0,0,0,0,198950000
경남제약 레모나 S산 350포,0,0,0,198385000,0,0,0,0,0,0,0,0,198385000
생쥴랑 18K코코 천연다이아 목걸이팔찌 세트,0,0,0,0,0,0,0,0,0,198242000,0,0,198242000
K-SWISS 남성약기모팬츠3종,0,164743000,33362000,0,0,0,0,0,0,0,0,0,198105000
무이자 LG 노트북 그램 15인치 15Z980-G.AR3DK,0,197680000,0,0,0,0,0,0,0,0,0,0,197680000
무이자쿠첸압력밥솥 6인용,13765000,0,0,0,0,0,0,0,0,0,50390000,133360000,197515000
K-SWISS 남성이너티셔츠5종,0,0,80145000,64302000,52871000,0,0,0,0,0,0,0,197318000
르까프 남성 핫멜트 덕다운 트랙 3종,0,0,0,0,0,0,0,0,0,0,196774000,0,196774000
그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,0,0,196553000,0,0,0,0,0,0,0,0,0,196553000
스포메틱스 트리플 샤이닝 쿠션시즌1,0,0,0,0,0,0,82757000,113057000,0,0,0,0,195814000
[루이띠에] 18k 그레이스 골드 목걸이팔찌 세트,0,0,0,0,0,0,0,0,98223000,97465000,0,0,195688000
무이자 쿠쿠 블랙스톤 전기밥솥 6인용,0,0,0,0,26808000,94341000,72630000,0,0,0,0,0,193779000
